Genus,Species,Brain mass (g),Body mass (g)
Alouatta,palliata,50.34,6174
Alouatta,palliata,54,7670
Tamias,palmeri,1.99,60.8
Atilax,paludinosus,31.8,4000
Sorex,palustris,0.31,11.9
Oryzomys,palustris,0.88,47.1
Tamias,panamintinus,1.83,51.2
Ateles,paniscus,101.2,5220
Ateles,paniscus,106.5,5040
Ateles,paniscus,108.3,2035
Ateles,paniscus,108.8,2305
Ateles,paniscus,120,2550
Pan,paniscus,337,34000
Kerivoula,papillosa,0.31,10.1
Papio,papio,177,4080
Papio,papio,174.5,4763
Papio,papio,179,32000
Rhinolophus,paradoxolophus,0.267,9.3
Solenodon,paradoxus,4.67,900
Leopardus,pardalis,62.7,8618
Leopardus,pardalis,63.5,10433
Leopardus,pardalis,75.3,20000
Genetta,pardina,15.4,1032
Panthera,pardus,135,48000
Panthera,pardus,157,46300
Panthera,pardus,196,80000
Macropus,parma,17.4,3760
Pteronotus,parnellii,0.5315,19.1
Urocitellus,parryii,5.74,958
Urocitellus,parryii,5.63,878
Urocitellus,parryii,5.14,744.6
Cryptotis,parva,0.12,5.3
Rhogeessa,parvula,0.111,4.35
Dolichotis,patagonum,30.5,8000
Erythrocebus,patas,91.5,4800
Erythrocebus,patas,94.5,4800
Erythrocebus,patas,97,9740
Erythrocebus,patas,110,9740
Erythrocebus,patas,108,7800
Rhinolophus,pearsoni,0.332,13.9
Tayassu,pecari,139.6,32233
Tayassu,pecari,152,32233
Kerivoula,pellucida,0.203,4.1
Chaetodipus,penicillatus,0.47,16
Martes,pennanti,46.5,7000
Funambulus,pennantii,2.1,85.9
Microtus,pennsylvanicus,0.6464,22.9
Microtus,pennsylvanicus,0.6724,32.5
Microtus,pennsylvanicus,0.6606,23.7
Microtus,pennsylvanicus,0.7166,25.2
Microtus,pennsylvanicus,0.7394,27.9
Microtus,pennsylvanicus,0.77,37.3
Eumops,perotis,0.802,47.5
Triaenops,persicus,0.2705,13.7
Pteronotus,personatus,0.234,7.8
Carollia,perspicillata,0.47,16
Petaurista,petaurista,11.8,1600
Petaurista,petaurista,11.73,2023
Rhynchocyon,petersi,5.4,370
Dermanura,phaeotis,0.448,11.8
Kerivoula,phalaena,0.116,3
Caluromys,philander,3.1,384
Neophocaena,phocaenoides,422,34000
Neophocaena,phocaenoides,468,32400
Phocoena,phocoena,1735,142430
Phocoena,phocoena,477,52300
Phocoena,phocoena,537,55500
Phocoena,phocoena,537,55500
Ototylomys,phyllotis,1.33,63
Balaenoptera,physalus,7111.43,33221430
Lycaon,pictus,138,30000
Liomys,pictus,0.77,46.5
Capromys,pilorides,10.55,3429
Capromys,pilorides,11.1,2782.5
Capromys,pilorides,11.9,4989.5
Microtus,pinetorum,0.56,24.9
Isthmomys,pirrensis,1.71,138
Cynomops,planirostris,0.185,7.25
Mus,platythrix,0.5,29.2
Monophyllus,plethodon,0.4125,14.9
Chaerephon,plicata,0.385,20.5
Glauconycteris,poensis,0.205,8.6
Grammomys,poensis,0.96,50.2
Pteropus,poliocephalus,7.2298,695
Peromyscus,polionotus,0.42,13.32
Surdisorex,polulus,0.4,18.6
Colobus,polykomos,96,6800
Hipposideros,pomona,0.233,6.2
Cavia,porcellus,3.32,214.94
Cavia,porcellus,3.8,324
Cavia,porcellus,3.63,351
Cavia,porcellus,4,432
Cavia,porcellus,3.28,214.57
Cavia,porcellus,4.1,361
Cavia,porcellus,4.23,456
Cavia,porcellus,3.77,248
Cavia,porcellus,3.8,265
Cavia,porcellus,3.65,295
Cavia,porcellus,4.7,301
Cavia,porcellus,4.15,305
Cavia,porcellus,4.28,337
Cavia,porcellus,6.4,348
Cavia,porcellus,4.5,353
Cavia,porcellus,4.6,415
Cavia,porcellus,4.8,451
Cavia,porcellus,4.75,491
Cavia,porcellus,4.57,513
Cavia,porcellus,4.9,544
Cavia,porcellus,4.1,648
Cavia,porcellus,4.35,700
Cavia,porcellus,4.28,971
Axis,porcinus,142,30000
Perodicticus,potto,11.3,1100
Perodicticus,potto,10.9,538
Perodicticus,potto,14,1150
Dobsonia,praedatrix,2.97488,190.52
Myoprocta,pratti,9.9,780
Myoprocta,pratti,10.93,900
Callosciurus,prevostii,6.52,439
Ochotona,princeps,2.39,169
Zapus,princeps,0.5,24.5
Hypsugo,pulveratus,0.143,5.3
Pteromyscus,pulverulentus,3.55,400
Rhinophylla,pumilio,0.356,8.9
Rhabdomys,pumilio,0.69,39.71
Chaerephon,pumilus,0.274,12.09
Chaerephon,pumilus,0.29,13.3
Eptesicus,pumilus,0.122,5.45
Dasyprocta,punctata,18.34,3172
Vampyressa,pusilla,0.394,8.55
Micropteropus,pusillus,0.82,25.2
Rhinolophus,pusillus,0.164,4.7
Miniopterus,pusillus,0.216,8.6
Mustela,putorius,7.87,915
Mustela,putorius,12.9,2100
Damaliscus,pygargus,254.6,62500
Chlorocebus,pygerythrus,67,4600
Cebuella,pygmaea,4.8,129.5
Cebuella,pygmaea,4.5,140
Nycticebus,pygmaeus,7.8,480
Pongo,pygmaeus,322,32659
Pongo,pygmaeus,326,32659
Pongo,pygmaeus,291,34019
Pongo,pygmaeus,267,34474
Pongo,pygmaeus,279,35834
Pongo,pygmaeus,274.5,36287
Pongo,pygmaeus,283,36288
Pongo,pygmaeus,304,36741
Pongo,pygmaeus,344,37195
Pongo,pygmaeus,394.1,38500
Pongo,pygmaeus,360,38500
Pongo,pygmaeus,340.5,39917
Pongo,pygmaeus,287.5,44452
Pongo,pygmaeus,347.5,49895
Pongo,pygmaeus,371,54431
Pongo,pygmaeus,368,63503
Pongo,pygmaeus,326,72575
Pongo,pygmaeus,398.3,74700
Pongo,pygmaeus,287,74700
Pongo,pygmaeus,397.8,74700
Pongo,pygmaeus,422,79379
Pongo,pygmaeus,384,83915
Pongo,pygmaeus,359,86183
Pongo,pygmaeus,395,90720
Pongo,pygmaeus,343,36900
Gerbillus,pyramidum,0.88,40.9
Gerbillus,pyramidum,1.04,65
Galemys,pyrenaicus,1.33,57.5
Funisciurus,pyrropus,4.38,200
Tamias,quadrimaculatus,2.16,82.3
Tamias,quadrivittatus,1.7,62.3
Equus,quagga,612,250000
Equus,quagga,555,297050
Equus,quagga,541,254990
Equus,quagga,643,317500
Emballonura,raffrayana,0.174,5.9
Paranyctimene,raptor,0.731,26.1
Rattus,rattus,1.27,99.5
Rattus,rattus,1.59,200
Redunca,redunca,109,31700
Redunca,redunca,130,50000
Urocitellus,richardsonii,3.17,316
Hipposideros,ridleyi,0.269,9.65
Myotis,riparius,0.173,7.95
Nyctimene,robinsoni,1.23067,47.03
Rhinolophus,robinsoni,0.2785,8.5
Tylonycteris,robustula,0.116,7.6
Eschrichtius,robustus,4316.67,30000000
Leontopithecus,rosalia,12.7,570
Leontopithecus,rosalia,15.1,570
Leontopithecus,rosalia,11.7,502.5
Leontopithecus,rosalia,12.7,407
Odobenus,rosmarus,1126,667000
Desmodus,rotundus,0.936,28
Desmodus,rotundus,0.86,30
Hipposideros,ruber,0.265,7.3
Paramelomys,rubex,1.27,49.7
Eulemur,rubriventer,24.9,1015
Uranomys,ruddi,0.77,33.6
Vulpes,rueppellii,31.6,3000
Aplodontia,rufa,5.86,680
Aplodontia,rufa,7.04,806
Ochotona,rufescens,2.75,250
Melomys,rufescens,1.29,54.7
Lepilemur,ruficaudatus,7.6,915
Eudorcas,rufifrons,89,25000
Eudorcas,rufifrons,102,25000
Eudorcas,rufifrons,101,28000
Dremomys,rufigenis,5.41,240
Heliosciurus,rufobrachium,5.75,326
Myodes,rufocanus,0.61,38.3
Macropus,rufogriseus,39,12425
Lynx,rufus,65,6350
Molossus,rufus,0.48,28.1
Molossus,rufus,0.50533,31.67
Rupicapra,rupicapra,115,25000
Rupicapra,rupicapra,118.5,26500
Rupicapra,rupicapra,120,30000
Crocidura,russula,0.19,9.9
Crocidura,russula,0.19,11
Myodes,rutilus,0.56,17.6
Xerus,rutilus,5.09,317.5
Heliosciurus,ruwenzorii,5.4,291
Chlorocebus,sabaeus,59.85,3062
Chlorocebus,sabaeus,57,2898
Chlorocebus,sabaeus,64,3159
Chlorocebus,sabaeus,71.9,3630
Chlorocebus,sabaeus,80,4082
Chlorocebus,sabaeus,74.8,1440
Chlorocebus,sabaeus,81.5,3000
Glaucomys,sabrinus,3.01,174
Saccolaimus,saccolaimus,0.6705,43
Chiroderma,salvini,0.787,24.3
Liomys,salvini,0.77,44.9
Pteropus,samoensis,5.792,310
Nycticeius,sanborni,0.158,9.1
Homo,sapiens,1100,37000
Homo,sapiens,1240,43000
Homo,sapiens,1350,43000
Homo,sapiens,1300,44000
Homo,sapiens,1140,45000
Homo,sapiens,1160,46000
Homo,sapiens,1084,52000
Homo,sapiens,1270,52000
Homo,sapiens,1138,52000
Homo,sapiens,1351,57000
Homo,sapiens,1200,61000
Homo,sapiens,1180,63000
Homo,sapiens,1280,36300
Homo,sapiens,1270,42000
Homo,sapiens,1375,43400
Homo,sapiens,1190,45000
Homo,sapiens,1400,49900
Homo,sapiens,1480,50000
Homo,sapiens,1310,51000
Homo,sapiens,1500,51000
Homo,sapiens,1570,56000
Homo,sapiens,1248,57200
Homo,sapiens,1490,61000
Homo,sapiens,1310,65800
Homo,sapiens,1411,68000
Homo,sapiens,1365,71200
Homo,sapiens,1365,73000
Homo,sapiens,1377,74000
Homo,sapiens,1360,74300
Homo,sapiens,1410,74800
Homo,sapiens,1460,75000
Homo,sapiens,1250,75000
Homo,sapiens,1300,75000
Homo,sapiens,1251,75000
Homo,sapiens,1348,76200
Homo,sapiens,1540,78500
Homo,sapiens,1274,79400
Homo,sapiens,1130,81600
Homo,sapiens,1350,81600
Homo,sapiens,1420,83000
Homo,sapiens,1265,86200
Homo,sapiens,1235,95000
Homo,sapiens,1300,65000
Homo,sapiens,1330,65000
Pteropus,scapulatus,5.36,375
Myopus,schisticolor,0.56,33.5
Micronycteris,schmidtorum,0.308,7.8
Miniopterus,schreibersi,0.29,12.7
Tonatia,schulzi,0.51,21.3
Saimiri,sciureus,23.1,580
Saimiri,sciureus,25,720
Saimiri,sciureus,23.5,328.5
Saimiri,sciureus,21.2,365
Holochilus,sciureus,1.41,112.3
Tragelaphus,scriptus,140,35380
Tragelaphus,scriptus,190,53070
Tragelaphus,scriptus,145,27600
Tragelaphus,scriptus,127,45500
Sus,scrofa,110.92,10474
Sus,scrofa,126.65,15157
Sus,scrofa,130.80,17791
Sus,scrofa,138.58,31131
Sus,scrofa,151.01,32203
Sus,scrofa,182.56,52905
Sus,scrofa,173.66,56781
Sus,scrofa,155.49,59580
Sus,scrofa,172.46,60954
Sus,scrofa,180.63,62101
Sus,scrofa,185.87,64953
Sus,scrofa,160.58,67143
Sus,scrofa,180.05,74285
Sus,scrofa,181.34,78850
Sus,scrofa,169.8,86773
Sus,scrofa,259,89400
Sus,scrofa,197.65,102000
Sus,scrofa,185,147000
Emballonura,semicaudata,0.184,7
Hemicentetes,semispinosus,0.83,110
Proechimys,semispinosus,3,450
Proechimys,semispinosus,10.74,639.5
Galago,senegalensis,5,200
Galago,senegalensis,4.8,186
Galago,senegalensis,3.2,210
Galago,senegalensis,7.9,515
Alouatta,seniculus,48.5,1170
Alouatta,seniculus,44,2725
Alouatta,seniculus,47,2930
Eptesicus,serotinus,0.31,23.4
Leptailurus,serval,54.1,11340
Leptailurus,serval,67.6,18000
Setifer,setosus,1.51,248
Abeomelomys,sevia,1.49,61.4
Euphractus,sexcinctus,15.92,2930
Euphractus,sexcinctus,33.5,7990
Allactaga,sibirica,3.5,193
Marmota,sibirica,18.1,1890
Lophuromys,sikapusi,1.13,60.7
Myotis,siligorensis,0.103,3.46
Felis,silvestris,32.6,5000
Felis,silvestris,28.48,2700
Felis,silvestris,45.6,7700
Tonatia,silvicola,0.756,32.3
Kogia,sima,622,168500
Molossus,sinaloae,0.435,19.2
Macaca,sinica,87.5,3855
Macaca,sinica,56.2,1720
Macaca,sinica,60.1,2220
Leopoldamys,siporanus,3.39,332.7
Herpestes,smithii,19.7,4000
Macroglossus,sobrinus,0.692,21.7
Rattus,sordidus,1.7,120.67
Glossophaga,soricina,0.39,11.2
Hylopetes,spadiceus,1.87,87.5
Megaderma,spasma,0.667,23.8
Tamias,speciosus,1.86,59.9
Dipodomys,spectabilis,1.7,142.5
Vampyrum,spectrum,2.8685,181
Pectinator,spekei,1.93,180
Tragelaphus,spekii,145,42000
Tragelaphus,spekii,170,55000
Eonycteris,spelaea,1.18,50
Hipposideros,speoris,0.284,11.5
Cynopterus,sphinx,1.061,42.4
Mandrillus,sphinx,159.2,11500
Galea,spixii,6.5,672
Tachyoryctes,splendens,1.88,234
Lionycteris,spurrelli,0.352,7.55
Phylloderma,stenops,1.338,46.1
Pipistrellus,stenopterus,0.247,15.8
Rhinolophus,stheno,0.285,8.5
Aselliscus,stoliczkanus,0.15,4.9
Strepsiceros,strepsiceros,331,270000
Strepsiceros,strepsiceros,429,292000
Tragelaphus,strepsiceros,331,270000
Tragelaphus,strepsiceros,429,290000
Lemniscomys,striatus,0.85,46.2
Tamias,striatus,2.17,94.3
Chrysochloris,stuhlmanni,0.74,39.8
Chrysochloris,stuhlmanni,1.37,60.3
Pipistrellus,subflavus,0.125,5.3
Bathyergus,suillus,3.75,1175
Bassariscus,sumichrasti,41.9,2722
Nyctomys,sumichrasti,1.08,60
Suricata,suricatta,14,1700
Thryonomys,swinderianus,13.28,1625
Macaca,sylvanus,87.7,11200
Apodemus,sylvaticus,0.58,18.6
Apodemus,sylvaticus,0.59,21.6
Pogonomys,sylvestris,1.13,41.2
Symphalangus,syndactylus,128,11793
Symphalangus,syndactylus,139.5,12701
Symphalangus,syndactylus,138.7,11450
Symphalangus,syndactylus,133,12744
Pecari,tajacu,74,7930
Pecari,tajacu,101,19618
Pecari,tajacu,123.5,29000
Microgale,talazaci,0.79,50.4
Thomomys,talpoides,1.98,120.7
Viverra,tangalunga,30.4,3200
Rangifer,tarandus,278,71700
Rangifer,tarandus,285,62140
Rangifer,tarandus,306,128470
Rangifer,tarandus,288,105000
Loris,tardigradus,5.9,322
Loris,tardigradus,5.5,322
Loris,tardigradus,6.6,322
Tarsius,tarsier,3.6,125
Saiga,tatarica,91.6,40000
Connochaetes,taurinus,382,171000
Connochaetes,taurinus,362,164000
Connochaetes,taurinus,372,176000
Connochaetes,taurinus,443,212230
Taxidea,taxus,53,6000
Taxidea,taxus,66.6,10000
Echinops,telfairi,0.62,87.5
Pteropus,temmincki,4.89,250
Molossops,temminckii,0.181,6.8
Pipistrellus,tenuis,0.113,5.2
Aeromys,tephromelas,10.34,1189
Xerospermophilus,tereticaudus,1.82,156.6
Tamandua,tetradactyla,30,5030
Tamandua,tetradactyla,25,3692
Nycteris,thebaica,0.2785,8.95
Taphozous,theobaldi,0.681,39.8
Ursus,thibetanus,308.2,120000
Hsunycteris,thomasi,0.3435,7.2
Rhinolophus,thomasi,0.233,9
Megadontomys,thomasi,1.26,111
Eudorcas,thomsoni,85,17000
Eudorcas,thomsoni,89,17000
Eudorcas,thomsoni,96,17000
Eudorcas,thomsoni,74,17500
Eudorcas,thomsoni,91,21000
Eudorcas,thomsoni,88,23000
Eudorcas,thomsoni,91,23500
Eudorcas,thomsonii,91.8,24370
Craseonycteris,thonglongyai,0.087,2.56
Genetta,tigrina,15.35,1525
Genetta,tigrina,18.9,3000
Leopardus,tigrinus,26.9,2800
Panthera,tigris,225,160000
Panthera,tigris,302,209000
Panthera,tigris,282.2,216000
Panthera,tigris,298.5,280000
Sturnira,tildae,0.7255,24
Lepus,timidus,13.49,2716
Lepus,timidus,16.7,3833
Nyctophilus,timoriensis,0.254,10.9
Dermanura,tolteca,0.544,16.45
Pteropus,tonganus,6.075,428.75
Myonycteris,torquata,1.1585,36.4
Cheiromeles,torquatus,1.366,168.5
Dicrostonyx,torquatus,0.84,73
Scapanus,townsendii,2.02,70
Microtus,townsendii,0.88,45.8
Tamias,townsendii,2.44,89.4
Urocitellus,townsendii,2.06,199
Sphaeronycteris,toxophyllum,0.537,17.55
Nycteris,tragata,0.46,14.4
Boselaphus,tragocamelus,255.5,125000
Boselaphus,tragocamelus,288,125000
Thyroptera,tricolor,0.23,4.5
Myotis,tricolor,0.259,13.6
Aselliscus,tricuspidatus,0.134,4.4
Myrmecophaga,tridactyla,58.8,15000
Myrmecophaga,tridactyla,84,18940
Bradypus,tridactylus,13.5,1800
Bradypus,tridactylus,24.9,4097
Ictidomys,tridecemlineatus,2.4,115
Ictidomys,tridecemlineatus,2.43,175
Ictidomys,tridecemlineatus,2.2,200
Asellia,tridens,0.24,12.8
Rhinolophus,trifoliatus,0.351,14.8
Lemmus,trimucronatus,1.312,48
Lemmus,trimucronatus,0.9,69.6
Chiroderma,trinitatum,0.537,13.7
Miniopterus,tristis,0.333,15.6
Tscherskia,triton,1.29,25
Aotus,trivirgatus,17.2,630
Aotus,trivirgatus,17.2,720
Aotus,trivirgatus,13.2,848.4
Aotus,trivirgatus,15.5,480
Aotus,trivirgatus,17.1,830
Hybomys,trivirgatus,1.1,57.5
Pan,troglodytes,343.9,40300
Pan,troglodytes,229.2,40300
Pan,troglodytes,407.5,40300
Pan,troglodytes,314.3,40300
Pan,troglodytes,348.1,40300
Pan,troglodytes,327.8,40300
Pan,troglodytes,332.9,40300
Pan,troglodytes,312.9,40300
Pan,troglodytes,325,43990
Pan,troglodytes,384,49450
Pan,troglodytes,364.6,49450
Pan,troglodytes,395.3,49450
Pan,troglodytes,341.2,49450
Pan,troglodytes,377.2,49450
Pan,troglodytes,440,56690
Pan,troglodytes,360,45000
Pan,troglodytes,405,46000
Sorex,trowbridgii,0.21,5.3
Peromyscus,truei,0.75,27.35
Tursiops,truncatus,1383,60000
Tursiops,truncatus,1588,102000
Tursiops,truncatus,1296,120000
Tursiops,truncatus,1540,63000
Tursiops,truncatus,1389,95000
Tursiops,truncatus,1555,100000
Tursiops,truncatus,1600,155000
Tursiops,truncatus,1530,165000
Murina,tubinaris,0.217,5.45
Praomys,tullbergi,0.86,37.2
Rhogeessa,tumida,0.1055,5.05
Natalus,tumidirostris,0.245,6.9
Rattus,tunneyi,1.41,76.2
Hipposideros,turpis,0.599,34.8
Glischropus,tylopus,0.099,4.95
Panthera,uncia,214.8,130000
Urocitellus,undulatus,4.84,725.3
Meriones,unguiculatus,1.13,57.4
Cabassous,unicinctus,23.68,3930
Rusa,unicolor,383,116000
Callorhinus,ursinus,347,28000
Callorhinus,ursinus,367,181000
Melursus,ursinus,267,136080
Melursus,ursinus,294.3,200000
Sorex,vagrans,0.17,5.3
Pteropus,vampyrus,9,1152
Pteropus,vampyrus,10.7,1191.9
Pteropus,vampyrus,10.4,1225
Pteropus,vampyrus,10.6,1262.5
Varecia,variegata,24,1250
Varecia,variegata,30,2040
Varecia,variegata,32,2720
Varecia,variegata,31.3,3062
Varecia,variegata,31.5,3000
Bradypus,variegatus,18,3774
Bradypus,variegatus,15,2894
Bradypus,variegatus,15.1,3121
Myotis,velifer,0.2,8.9
Potamogale,velox,3.931,640
Potamogale,velox,4.16,660
Vulpes,velox,31.9,3000
Rattus,verecundus,1.48,59.4
Propithecus,verreauxi,26.7,3480
Lipotes,vexillifer,558,180000
Vicugna,vicgna,198,45000
Chiroderma,villosum,0.706,24.8
Odocoileus,virginianus,127.4,34927
Odocoileus,virginianus,129,39010
Odocoileus,virginianus,174.7,33566
Odocoileus,virginianus,210,65090
Odocoileus,virginianus,160,40000
Lagidium,viscacia,14.3,1395
Lagidium,viscacia,16,2252
Lagidium,viscacia,15.2,2350
Lagidium,viscacia,14.8,3845
Neovison,vison,7.90,269
Neovison,vison,7.91,284
Neovison,vison,7.73,289
Neovison,vison,7.67,302
Neovison,vison,7.36,316
Neovison,vison,7.75,323
Neovison,vison,7.96,324
Neovison,vison,8.50,329
Neovison,vison,7.51,332
Neovison,vison,7.70,338
Neovison,vison,8.32,339
Neovison,vison,8.63,339
Neovison,vison,8.13,347
Neovison,vison,8.50,354
Neovison,vison,8.24,354
Neovison,vison,7.91,355
Neovison,vison,9.10,365
Neovison,vison,7.94,370
Neovison,vison,8.29,373
Neovison,vison,9.30,375
Neovison,vison,8.58,378
Neovison,vison,8.88,381
Neovison,vison,7.94,382
Neovison,vison,8.50,390
Neovison,vison,8.10,391
Neovison,vison,8.30,392
Neovison,vison,8.90,417
Neovison,vison,8.74,427
Neovison,vison,8.54,439
Neovison,vison,9.08,460
Neovison,vison,9.73,490
Neovison,vison,10.27,509
Neovison,vison,9.98,514
Neovison,vison,10.25,525
Neovison,vison,10.57,526
Neovison,vison,10.72,537
Neovison,vison,9.75,538
Neovison,vison,10.08,538
Neovison,vison,10.43,550
Neovison,vison,10.76,589
Neovison,vison,9.79,591
Neovison,vison,10.19,591
Neovison,vison,11.64,592
Neovison,vison,10.98,602
Neovison,vison,10.59,606
Neovison,vison,9.79,633
Neovison,vison,10.51,634
Neovison,vison,10.06,636
Neovison,vison,11.57,647
Neovison,vison,11.01,648
Neovison,vison,10.23,649
Neovison,vison,10.53,649
Neovison,vison,10.55,663
Neovison,vison,9.83,682
Neovison,vison,11.03,683
Neovison,vison,10.21,707
Neovison,vison,10.80,724
Neovison,vison,10.80,742
Neovison,vison,10,1500
Galictis,vittata,18.6,1900
Platyrrhinus,vittatus,1.175,36.6
Phoca,vitulina,214.5,11113
Phoca,vitulina,259,12701
Phoca,vitulina,225,13835
Phoca,vitulina,214.5,12247
Phoca,vitulina,229.5,13154
Phoca,vitulina,442,107300
Nyctimene,vizcaccia,0.988,35.4
Glaucomys,volans,1.65,51
Glaucomys,volans,1.84,55
Glaucomys,volans,2.1,60.5
Glaucomys,volans,1.92,58.3
Glaucomys,volans,2,59
Glaucomys,volans,1.96,61.5
Glaucomys,volans,1.92,64
Glaucomys,volans,1.8,78.7
Glaucomys,volans,1.89,52
Glaucomys,volans,1.71,73.1
Pteromys,volans,1.92,64
Sciurus,vulgaris,6.1,323
Sciurus,vulgaris,6.23,327
Sciurus,vulgaris,5.75,331.8
Trichosurus,vulpecula,9.7,1371.5
Trichosurus,vulpecula,12.27,4196
Trichosurus,vulpecula,11,1898
Trichosurus,vulpecula,12.9,3175
Trichosurus,vulpecula,8.97,825
Trichosurus,vulpecula,11.4,1620
Vulpes,vulpes,53.3,4625
Vulpes,vulpes,43.6,2550
Vulpes,vulpes,46.8,2910
Vulpes,vulpes,50.5,4235
Vulpes,vulpes,54,4293.529412
Vulpes,vulpes,48,6000
Vulpes,vulpes,40,9000
Vulpes,vulpes,58.5,10000
Epomophorus,wahlbergi,1.96133,81.51
Litocranius,walleri,130,41500
Litocranius,walleri,180,75000
Leptonychotes,weddellii,550,400000
Leptonychotes,weddellii,520,400000
Acomys,wilsoni,0.58,18.5
Megaloglossus,woermanni,0.6795,18
Melonycteris,woodfordi,1.0185,35.5
Puma,yagouaroundi,56.2,9400
Diaemus,youngi,0.97,34.6
Peromyscus,yucatanicus,0.7,26.3
Myotis,yumanensis,0.13,4.6
Rhinolophus,yunanensis,0.439,23.5
Cephalophus,zebra,83,10000
Scotonycteris,zenkeri,0.71,21.35
Vulpes,zerda,20.3,1700
Ondatra,zibethicus,5.33,900
Ondatra,zibethicus,5.59,1260
Ondatra,zibethicus,4.73,1372.9
Aotus,zonalis,109,9163
Aotus,zonalis,118,8890